SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,Ring1_Positions,Ring2_Positions
CNC(=O)Oc1cccc(CN(C)CCCOc2ccc(-c3ccccc3)cc2)c1,0.303140907,0.781850513,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
OC1(COc2ccc(-c3ccccc3)cc2)CN2CCC1CC2,0.092192599,0.958517548,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(C(=O)CCCCC2SCCS2)CC1)c1cccc2ccccc12,0.335581545,0.770594306,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 1, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC1(C)[C@H]2C[C@H](C/C=C\CCCC(=O)O)[C@@H](NS(=O)(=O)c3ccc(-c4ccccc4)cc3)[C@@H]1C2,0.480055853,0.809052675,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)CCC/C=C/C[C@H]1[C@H](/C=N/Oc2ccc(F)cc2)C2CC1(c1ccc(-c3ccccc3)cc1)CO2,0.510511784,0.551153302,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCCCCCCCC(=O)Nc1ccccc1-c1ccccc1,0.171457406,0.884817989,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=P([O-])([O-])OC(F)(F)c1cccc(-c2ccccc2)c1,0.327196149,0.824737142,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN(Cc1ccc(-c2ccccc2)cc1)C[C@H](O[C@@H]1O[C@H](CN)[C@@H](O)[C@H]1O)[C@@H]1C[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O1,0.498383084,0.609255272,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CNC(=O)Cn1c(=O)n(C2CCN(Cc3ccccc3-c3ccccc3)CC2)c2ccccc21,0.282669609,0.939362987,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(C)(N)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(-c3ccccc3)cc2)C1=O,0.340610977,0.77739264,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2c(O)cccc2C1,0.205429059,0.937332642,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C1C=C(c2ccc(-c3ccccc3)cc2)S(=O)(=O)c2ccccc21,0.104127346,0.917291525,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(=O)ON(C)/C=C\C(=O)c1ccc(-c2ccccc2)cc1,0.083451155,0.954295209,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Nc1nc(NCc2cccc(-c3ccccc3)c2)nc(-c2ccc(C[C@H](N)C(=O)O)cc2)n1,0.41557096,0.681758997,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCO[C@@H](Cc1ccc(OC/C=C/c2cc(-c3ccccc3)cc(-c3ccccc3)c2)cc1)C(=O)O,0.272202333,0.877798129,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 2, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(Cn2ncc(N3CCCNCC3)c(Cl)c2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1,0.238150317,0.829579382,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C[C@H](Oc1ccccc1-c1ccccc1)C1=NCCN1,0.446902256,0.746308511,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
C[C@H](C[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)NCCC(=O)O)C(=O)O,0.262971987,0.827591575,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=c1cc(NCCNCc2cccc(-c3ccccc3)c2)[nH]c2ccccc12,0.27647387,0.848926039,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)CNC(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)CC(COc1ccccc1)C(=O)O,0.387702754,0.723987379,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)C(=O)c1ccc(-n2cc(-c3ccc(-c4ccccc4)cc3)nn2)cc1,0.060802884,0.951550247,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
NC(=S)Nc1cccc(OCCCCCN2CCN(c3ccccc3-c3ccccc3)C2=O)c1,0.138202133,0.967106837,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(C)c1cc(-c2ccccc2)cc(CC2CCCCC2)c1OCC(O)C[C@@H](O)CC(=O)O,0.416149305,0.746487579,single-ring-substituted,3,0,"{'ortho': 0, 'meta': 2, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
N=C(N)c1ccc(CNC(=O)CC2OCCN(Nc3ccc(-c4ccccc4)cc3)C2=O)cc1,0.394442213,0.753876691,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
COc1ccc(-c2[nH]c3ccccc3c2CCNS(=O)(=O)c2ccc(-c3ccccc3)cc2)cc1,0.291704744,0.801590223,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)Cc1cccc(-c2ccccc2)c1,0.122750658,0.923429927,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=P(O)(O)C(O)(Cc1ccc(-c2ccccc2)cc1)P(=O)(O)O,0.153584964,0.960499021,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1cccc(-c2ccccc2)c1Nc1nc(O)nc(OCc2ccc3occc3c2)n1,0.506621052,0.797217424,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=c1[nH]c2cccc(N3CCN(Cc4cccc(-c5ccccc5)c4)CC3)c2o1,0.517358012,0.748465473,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(=N)Nc1cccc(C(=O)NNC(=O)CC(CC(=O)O)c2ccc(-c3ccccc3)cc2)c1,0.34828898,0.732686797,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCCN(CCCCNC(=O)c1ccc(-c2ccccc2)cc1)C1CCc2ncnc(OC)c2C1,0.135938259,0.962943459,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=P(O)(O)C(c1ccc(-c2ccccc2)cc1)c1ccc(-c2ccccc2)cc1,0.260840288,0.826028082,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C=C(C(=O)c1ccc(-c2ccccc2)cc1)n1ccccc1=O,0.208335468,0.864701035,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C/C(=C\COP(=O)(O)OP(=O)(O)O)CCc1ccc(-c2ccccc2)cc1,0.271277247,0.835483776,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
N#CCC(=O)c1cccc(-c2ccccc2)c1,0.282056157,0.799415269,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCNc1c(/C=N/O)ccc(-c2ccccc2)c1-c1ccccc1,0.343262121,0.793830389,single-ring-substituted,3,0,"{'ortho': 2, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
c1ccc(-c2ccccc2-c2nnc(C3=NCCN3)s2)cc1,0.281664286,0.769568506,single-ring-substituted,0,1,"{'ortho': 0, 'meta': 0, 'para': 0}","{'ortho': 1, 'meta': 0, 'para': 0}"
COc1cc(-c2ccccc2)cc([C@@H](O)C#Cc2c(C)nc(N)nc2N)c1,0.28395176,0.794121219,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 2, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Fc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,0.226781584,0.886373431,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(-c3ccccc3)cc2)C1,0.077782146,0.968748622,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
c1ccc(-c2cccc(OCCN3CCCC3)c2)cc1,0.190593468,0.881126077,single-ring-substituted,0,1,"{'ortho': 0, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 1, 'para': 0}"
c1ccc(-c2ccc(-c3cc(N(CCCN4CCCCCC4)Cc4ccc5c(c4)OCO5)on3)cc2)cc1,0.444929298,0.852526998,single-ring-substituted,0,1,"{'ortho': 0, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 1}"
CC(C)ON([C@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.274162327,0.902675257,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C[C@](N)(CO)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)cc1,0.191099734,0.87465522,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3,0.406233945,0.722834277,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)c1cc2c(Oc3ccc(-c4ccccc4)cc3)cncc2s1,0.234578953,0.819533758,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c(Cn2cnc(N3CCCNCC3)cc2=O)c1,0.335874584,0.883594237,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(C)=CCSc1nnc(Nc2ccccc2-c2ccccc2)[nH]1,0.329323871,0.74599735,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,0.222812767,0.902266443,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
OC(Cn1ccnc1)c1cccc(-c2ccccc2)c1,0.234268467,0.981042877,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(NO)N/N=C/c1ccc(-c2ccccc2)cc1,0.05453702,0.970597468,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H]1CCCN1/C(S)=N/Cc1ccccc1Cl,0.313050523,0.8159406,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(Cn2ncc(NC3CCNCC3)c(Cl)c2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1,0.288349002,0.781043454,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Nc1cccc(C[C@@H]2CNC[C@@H]2Oc2ccc(-c3ccccc3)cc2)n1,0.171536144,0.905152692,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
COc1cc(-c2ccccc2)ccc1OCCNC[C@@H]1COc2ccccc2O1,0.280675672,0.875680273,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 1, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
N=C(Nc1ccccc1-c1ccccc1)Nc1cccc2ccccc12,0.249623223,0.887395599,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(Nc1ccc(C(=O)N2CC3CS(=O)(=O)CCN3Cc3ccccc32)cc1)c1ccccc1-c1ccccc1,0.227664599,0.897125907,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(C)N(CCOc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1)C(C)C,0.047877232,0.978225015,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,0.151000684,0.896330148,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 1, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(OC(C)(Cc2ccc(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)cc2)C(=O)O)cc1,0.229673862,0.870224258,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C1C(=O)N(Cc2cccc(-c3ccccc3)c2)c2ccc(OC(F)(F)F)cc21,0.198976325,0.946749124,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(Nc1ccccc1C(=O)O)c1cc(O)c(-c2ccccc2)c(Oc2ccccc2)c1,0.224761553,0.903012007,single-ring-substituted,3,0,"{'ortho': 2, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC#CCOc1ccc(S(=O)(=O)N[C@H](Cc2cn(Cc3ccccc3-c3ccccc3)c3ccccc23)C(=O)O)cc1,0.538298051,0.785689088,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
C[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,0.167076492,0.934822988,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN(C)/C=N/c1c(Cl)cc(NCc2ccc(-c3ccccc3)cc2)cc1Cl,0.324984213,0.829898679,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)c1cc(/C=C/c2ccccc2)cc(-c2ccccc2)c1O,0.289479223,0.729105275,single-ring-substituted,3,0,"{'ortho': 1, 'meta': 2, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
NC1CCN(c2nc(NCCc3ccc(O)cc3)nc(NCc3ccccc3-c3ccccc3)n2)CC1,0.305959208,0.767449776,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccccc1-n1c(S)nnc1COc1ccc(-c2ccccc2)cc1,0.148226487,0.939968611,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=P(O)(O)C(Cc1cccc2c1OCO2)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,0.238995472,0.879289294,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C1Nc2cc(C(F)(F)F)ccc2C1(O)c1cc(-c2ccccc2)ccc1O,0.273880304,0.94253842,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 1, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Nc1ccccc1NC(=O)CCCCSc1nc(-c2ccc(-c3ccccc3)cc2)cc(=O)[nH]1,0.147431807,0.946537046,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CSCC[C@H](NC(=O)c1ccc(NCc2cncn2Cc2ccc(C)cc2)cc1-c1ccccc1)C(=O)O,0.261247626,0.838687716,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1,0.097547858,0.971104292,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2)nc1,0.390307354,0.717503621,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC1=C(/C=C/C(C)=C/C=C/c2ccc(C=O)c(-c3ccccc3)c2)C(C)(C)CCC1,0.107234556,0.911621443,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC1CN(c2cnn(Cc3ccc(NC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)c(=O)c2Cl)CC(C)N1,0.147723771,0.931076349,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(Nc1ccc(C(=O)N2Cc3ccc(C(=O)O)n3Cc3ccccc32)c(Cl)c1)c1ccccc1-c1ccccc1,0.207030653,0.854102171,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCCCCn1cncc1CNc1ccc(C(=O)N[C@@H](CCSC)C(=O)O)c(-c2ccccc2)c1,0.269307418,0.853898201,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1oc(-c2ccccc2)nc1CCCc1ccc(CC(C(=O)O)c2ccc(-c3ccccc3)cc2)cc1,0.345025727,0.837076928,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(CP(=O)(O)Oc1ccccc1)c1ccc(-c2ccccc2)cc1,0.315244329,0.803316648,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC1(C)O[C@H]2O[C@H]([C@H](O)CO)[C@@H](NC(=O)c3ccc(-c4ccccc4)cc3)[C@H]2O1,0.192143627,0.898794351,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)CC/C=C\CO[C@H]1C(OCc2ccc(-c3ccccc3)cc2)CC[C@@H]1N1CCCCCC1,0.425086014,0.945825023,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
Cc1ccc(Cn2nc(N3CCNCC3)ccc2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1,0.293444206,0.742246957,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CNC(=O)[C@@H](Cc1ccc(O)cc1)NC(=O)C(CC(C)C)CP(=O)(O)Cc1cccc(-c2ccccc2)c1,0.65092346,0.783694827,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
OC[C@H]1O[C@@H](c2cccc(-c3ccccc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.20503567,0.88686623,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
Oc1ccc(CCNCCCCCCNCCc2ccc(-c3ccccc3)cc2)cc1O,0.493578568,0.831792074,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN1CCC(OC(=O)c2ccc(-c3ccccc3)cc2)CC1,0.073375998,0.959523297,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCCCc1nc2ccccc2c2nc(-c3ccc(-c4ccccc4)cc3)nn12,0.188348764,0.822062877,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C=C(c1ccc2ccc3ccccc3c2c1)C1CCC2(CC1)COC(Nc1ccccc1-c1ccccc1)OO2,0.395102778,0.872604825,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=P(O)(O)CN[C@@H](Cc1ccc(-c2ccccc2)cc1)c1nnnn1Cc1ccccc1,0.506065989,0.90840968,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(c1ccc(-c2ccccc2)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCC1,0.499635198,0.685269995,single-ring-substituted,2,0,"{'ortho': 0, 'meta': 1, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
N#Cc1ccc(-c2ccccc2)c(NC(=O)Nc2cccnc2)c1,0.35078565,0.714035791,single-ring-substituted,2,0,"{'ortho': 1, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CCOC(=O)C(C(C)C)N1C(=O)C(C)SC1c1ccc(-c2ccccc2)cc1,0.320908501,0.87759093,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(Nc1ccc(C(=O)N2C[C@H]3C4CCC(C4)N3Cc3ccccc32)c(Cl)c1)c1ccccc1-c1ccccc1,0.183846705,0.931402982,single-ring-substituted,1,0,"{'ortho': 1, 'meta': 0, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
NCCCCCOC(=O)CCNC(=O)C(Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,0.425689478,0.914950794,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(NS(=O)(=O)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1Cl,0.212868141,0.874216842,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(S[C@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O)c1ccccc1,0.319567434,0.785620048,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(CCCCCCOc1ccc(-c2ccccc2)cc1)C1=NCCO1,0.077736231,0.982447125,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)[C@@H](S)Cc1ccc(-c2ccccc2)cc1,0.120445135,0.932436935,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)/C=C/[C@H](Cc1ccc(-c2ccccc2)cc1)NCP(=O)(O)O,0.169086589,0.89145141,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN(C)CCCC(NC(=O)c1ccc(-c2ccccc2)cc1)c1ccc(Cl)cc1,0.26722968,0.894056267,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(CCc1nnc(-c2ccccc2Cl)o1)c1ccc(-c2ccccc2)cc1,0.414557637,0.729638609,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
C/C(=N\OC(=O)c1ccc(-c2ccccc2)cc1)c1nccs1,0.049750533,0.98311991,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
O=C(O)CC(CC(=O)NNC(=O)CCCCNc1ccccn1)c1ccc(-c2ccccc2)cc1,0.348601768,0.785651781,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CC(=O)OC(CCc1ccc(-c2ccccc2)cc1)CC(=O)O,0.168028379,0.98098314,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
NC(=O)c1ccc(-c2cnc(CCCc3ccc(-c4ccccc4)cc3)o2)nc1,0.176848652,0.931190195,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
CN1C(=O)C(NC(=O)Nc2cccc(-c3ccccc3)c2)N=C(c2ccccc2)c2ccccc21,0.230544834,0.918709924,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 1, 'para': 0}","{'ortho': 0, 'meta': 0, 'para': 0}"
COc1cccc(COc2ccc3c(c2)C(=O)C(=O)N3Cc2ccc(-c3ccccc3)cc2)c1,0.404388069,0.688284711,single-ring-substituted,1,0,"{'ortho': 0, 'meta': 0, 'para': 1}","{'ortho': 0, 'meta': 0, 'para': 0}"
