SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccccc2OC)c1O,0.355434741,0.745851485,poly-substituted,3,1,1,2,0,1,0,0
Cc1cc(C(N)=O)nn1-c1ccc(OC(F)(F)F)c(-c2ccccc2OC(F)(F)F)c1,0.36875751,0.765749933,poly-substituted,2,1,1,1,0,1,0,0
N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4c(O)cc(Cl)cc4Cl)c3O)nc2c1,0.368744502,0.73351549,poly-substituted,3,3,1,2,0,2,0,1
COc1ccc(C[C@H]2c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCN(C)C5=O)CCN2C)cc1-c1cc(C=O)ccc1O,0.356653215,0.861395902,poly-substituted,2,2,1,1,0,1,1,0
C=CCO/N=C(/N)c1ccc2[nH]c(-c3cccc(-c4ccccc4O)c3O)cc2c1,0.135383289,0.89167664,poly-substituted,2,1,1,1,0,1,0,0
COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCSC)NC(=O)c1ccccc1-c1ccccc1C(=O)N[C@@H](CCSC)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OC,0.647368952,0.800344729,variable-combination,1,1,1,0,0,1,0,0
COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,0.226813569,0.961333461,poly-substituted,2,1,1,0,1,1,0,0
COc1ccc(-c2ccc(OC)c(OC)c2OC)c([N+](=O)[O-])c1,0.24672672,0.847273673,poly-substituted,2,3,1,0,1,1,1,1
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2c(F)cccc2F)c1O,0.38116314,0.734276222,poly-substituted,3,2,1,2,0,2,0,0
Cc1noc(NS(=O)(=O)c2ccccc2-c2ccc(-c3ncco3)cc2CN(C)C(=O)c2cc(Cl)cc(Cl)c2)c1C,0.276272702,0.875049344,poly-substituted,1,2,1,0,0,1,0,1
