SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
O=C(O)C[C@@H](NC(=O)[C@@H]1CCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(-c2c(O)cccc2O)cc1,0.375070302,0.80923444,poly-substituted,1,2,0,0,1,2,0,0
COc1ccc(NC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1,0.110118466,0.907916561,poly-substituted,1,2,0,0,1,1,1,0
COc1cc(C(C)C#Cc2c(C)nc(N)nc2N)ccc1-c1ccccc1C,0.226813569,0.961333461,poly-substituted,2,1,1,0,1,1,0,0
COc1ccc(-c2ccc(OC)c(OC)c2OC)c([N+](=O)[O-])c1,0.24672672,0.847273673,poly-substituted,2,3,1,0,1,1,1,1
O=C(CCCCCO)c1ccc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)cc1,0.208019938,0.883909134,poly-substituted,1,2,0,0,1,1,0,1
N#Cc1ccc(-c2c(O)cccc2O)cc1C(F)(F)F,0.254843759,0.953365793,poly-substituted,2,2,0,1,1,2,0,0
CCc1cc(OCc2ccc(-c3ccc(C)cc3-c3nn[nH]n3)cc2)c2c(n1)CCCC2,0.162554022,0.91046703,poly-substituted,1,2,0,0,1,1,0,1
Oc1cc(O)c(Oc2cc(O)cc(O)c2Oc2cc(O)cc(O)c2-c2c(O)cc(O)cc2O)c(O)c1,0.548029117,0.650352378,poly-substituted,3,3,2,0,1,2,0,1
CCCc1nc(CC)c(C(=O)OCCCN2C(=O)c3ccccc3C2=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCC(C)C)cc1F,0.393638184,0.757255036,poly-substituted,2,1,0,1,1,1,0,0
COc1cc(-c2cccc(O)c2F)cc(OC)c1O,0.313387367,0.75723378,poly-substituted,3,2,0,2,1,1,1,0
C[C@H](N)C(=O)NCc1cccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(C)(=O)=O)cc2F)c1,0.24946888,0.908168934,poly-substituted,2,1,0,1,1,1,0,0
COc1cc2nc(N3CCC(CNC(=O)c4ccc(-c5ccc(-c6noc(C)n6)cc5C)cc4)CC3)nc(N)c2cc1OC,0.254543178,0.799149809,poly-substituted,1,2,0,0,1,1,0,1
Cc1ccc(-c2cc(C#N)ccc2COC(c2ccc(C#N)cc2)c2cncn2C)cc1,0.619427835,0.875411904,poly-substituted,1,2,0,0,1,1,1,0
COc1ccc(C(=O)Nc2ccc(-c3ccc(CO)cc3C)cc2)cc1CCCN(C)C,0.08941196,0.974989232,poly-substituted,1,2,0,0,1,1,0,1
CCc1nn(-c2cc(NC(=O)c3ccccc3)ccc2Cl)c(=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OC(C)(C)C)cc1F,0.373234433,0.780047369,poly-substituted,2,1,0,1,1,1,0,0
CC#Cc1ccc(-c2ccc(C(=O)NCC(C)C)cc2C(=O)O)c(C(=O)Nc2ccc(C(=N)N)cc2)c1,0.510926042,0.52822279,poly-substituted,2,2,1,0,1,1,0,1
CS(=O)(=O)c1ccc(-c2cc(O)ccc2-c2ccccc2)cc1,0.315012987,0.780724629,poly-substituted,1,2,0,0,1,1,1,0
COc1c(Cl)cc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,0.514437069,0.708721327,poly-substituted,3,3,0,2,1,1,1,1
CC(C)CCNC(=O)c1ccc(-c2ccccc2C(=O)Nc2cccc(C(N)=O)c2)c(C(=O)O)c1,0.462258927,0.70155076,poly-substituted,2,1,1,0,1,1,0,0
N#Cc1ccc(-c2ccccc2OCC(=O)O)cc1C(F)(F)F,0.294712342,0.801339088,poly-substituted,2,1,0,1,1,1,0,0
CCc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)c(OC)c2)c2c(n1)CCCC2,0.193137291,0.872647571,poly-substituted,2,1,1,0,1,1,0,0
COc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)cc(-c3ccc(OC)cc3)c2OCC(=O)O)cc1,0.368222388,0.773731159,poly-substituted,1,3,0,0,1,1,2,0
CC(C)CNC(=O)c1ccc(-c2ccc(-c3cscc3CN)cc2C(=O)Nc2ccc(C(=N)N)cc2)c(C(=O)O)c1,0.40503775,0.729153489,poly-substituted,2,2,1,0,1,1,0,1
