SMILEs,X1s,Y1s
Fc1ccc(CC(Cc2ccc(-c3ccccc3)cc2)n2ccnc2)cc1,0.226781584,0.886373431
COc1cc(Nc2nc3cccc(-c4ccc(C(=O)N5CCOCC5)cc4)c3o2)cc(OC)c1OC,0.309421016,0.720121622
CCCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.356657189,0.870199389
CCCCCc1cc(O)c2c(c1)OC(C)(C)c1cc(O)c(C)cc1-2,0.168527497,0.864643225
CC1(c2ccccc2)CCCN(C(=O)Nc2ccc(-c3ccccc3)cc2)C1,0.077782146,0.968748622
CCCCC(=O)c1ccc(C#CC(O)(c2ccc(C#N)cc2)c2cncn2C)c(-c2cccc(OC)c2)c1,0.378899217,0.885652085
CCCCOCCOc1ccc(-c2ccc(C(=O)O)cc2)cc1,0.097622467,0.927662229
COc1ccc2cc(-n3nc(C)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)ccc2c1,0.326636701,0.797136289
CCCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2noc(O)n2)cc1,0.335142488,0.799782423
Cn1cccc1C(=O)N1CCC(=C(c2ccc(-c3cccc(C#N)c3)cc2)c2nc3cc(F)c(C(F)(F)F)cc3[nH]2)CC1,0.345982673,0.69451024
N#Cc1ccc(C(=O)Nc2cc(-c3cccc(O)c3)cc3[nH]ncc23)cc1,0.22552778,0.78763287
c1ccc(-c2cccc(OCCN3CCCC3)c2)cc1,0.190593468,0.881126077
Cc1noc(C)c1-c1ccc2c(Nc3cccc4c3-c3ccccc3C4=O)c(C(=O)NCc3ccccc3I)cnc2c1,0.307575729,0.845336409
CCOP(=O)(/C=C/c1cc(OC)c(O)c(-c2cc(C=O)cc(OC)c2O)c1)OCC,0.327842374,0.818083817
O=C(NCc1cccc(-c2cccc(-c3cc4c[nH]ccc-4n3)c2O)c1)Nc1ccccc1F,0.209041903,0.847731268
O=C1NC(=O)c2c1c(-c1ccccc1)cc1[nH]c3ccc(O)cc3c21,0.200776623,0.82462245
O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(-c3cccc(OC(F)F)c3)c2)c(Cl)c1,0.367422306,0.839005288
Cc1cc(-c2nc3cc(C(=N)N)ccc3[nH]2)c(O)c(-c2cc(CNC(N)=O)ccc2O)c1,0.225202913,0.830138255
CC1=CC(C)(C)Nc2ccc3c(c21)/C(=C/c1ccccc1C#N)Oc1ccc(F)cc1-3,0.507927009,0.578018492
O=C(C[C@@H](NC(=O)c1ccc(-c2ccccc2CN2CCOCC2)cc1)C(=O)N1CCCCC1)Nc1ccc(Br)cn1,0.547622839,0.685180311
CC1(C)OC(S)=Nc2ccc(-c3cccc(Br)c3)cc21,0.139756144,0.8950964
N=C(N)c1cccc(C2=NOC(CC(=O)O)(C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3)C2)c1,0.260502419,0.839074507
CCCCN(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)c1[nH]cnc2ncnc1-2,0.189613348,0.914591521
N#Cc1ccc(C(=O)Nc2cccc(-c3ccc(CN4CCCC4)cc3)c2)cc1,0.211740311,0.833375247
N#Cc1cccc(C(=O)Nc2ccc(-c3cccc(CN4CCC(O)CC4)c3)cc2)c1,0.15943615,0.877877968
c1ccc(-c2ccc(-c3cc(N(CCCN4CCCCCC4)Cc4ccc5c(c4)OCO5)on3)cc2)cc1,0.444929298,0.852526998
COc1cccc(-c2cc(C)c(OCCCc3cc(C)no3)c(C)c2)c1,0.233148164,0.916660188
CCc1nc2c(C)cc(C)nc2n1Cc1ccc(-c2ccccc2C2=NN(c3ccccc3Br)[S+]([O-])N2)cc1,0.476789863,0.878732017
c1ccc(COc2ccccc2-c2cccc(-n3nnc(-c4ccccn4)n3)c2)cc1,0.388370569,0.682577351
O=C1CC(=C2c3ccccc3-c3ccccc32)C(=O)N1CCN1CCN(c2cccc(C(F)(F)F)c2)CC1,0.444612229,0.748770388
CCC[C@@H](C(=O)O)c1cc(OCc2ccccc2)cc(-c2ccc(C(F)(F)F)cc2)c1,0.223380162,0.85368705
CC(C)ON([C@H](C(=O)NO)C(C)C)S(=O)(=O)c1ccc(-c2ccccc2)cc1,0.274162327,0.902675257
C[C@](N)(CO)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)cc1,0.191099734,0.87465522
CCCCc1nn(-c2ccccc2C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.274129802,0.908048825
CC(C(N)=O)c1ccc(-c2cc(Cl)cc(Cl)c2)c(F)c1,0.190053917,0.873420216
CCOC(=O)c1cnc2c3c(-c4ccccc4)cc(C(F)(F)F)c(C#N)c3nn2c1O,0.347839301,0.708256605
CC(CN1CCN(c2ncccn2)CC1)NC(=O)c1cccc(-c2ccc(F)cc2)c1,0.344878887,0.714242141
COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)Nc3ccccc3)CCCC2)C(=O)O)cc1,0.392750793,0.739865426
Cn1c2cc([S+]([O-])CCCN3CCCC3)c(O)cc2c2c3c(c(-c4ccccc4Cl)cc21)C(=O)NC3=O,0.261840685,0.885125433
Cc1ccccc1-c1ccc2c(c1)CSc1c-2nc2ccc(F)cc2c1C(=O)[O-],0.147665846,0.885531895
COCCNCc1cccc(-c2cccc(CNC3CCN(Cc4ccccc4)CC3)c2)c1,0.496739427,0.875634839
N#CCCN1CCN(Cc2cccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)cc3)c2)CC1,0.202006693,0.828527193
O=[N+]([O-])c1cccc(S(=O)(=O)Nc2ccc(F)c(-c3c(O)ccc4c3OCO4)c2)c1,0.536853565,0.717858598
O=C1NC(=O)c2c1cc1ccc3c(c1c2-c1ccc2c(c1)OCO2)OCO3,0.440667846,0.634430036
C[S+](C)CC(=O)CC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,0.391991949,0.813782234
N#Cc1ccc(-c2ccc(OCCCN3CCCC3)cc2)cc1,0.067702395,0.991623252
Cc1cccc2nc(-c3cccc(-c4ccc(NC(=O)C5CCCO5)cc4)c3)[nH]c12,0.138551893,0.878626794
CC(=O)O[C@H](C)CC(=O)Oc1c(O)c(-c2ccc(O)cc2)c(OC(=O)C[C@@H](C)O)c(O)c1-c1ccc(O)cc1,0.435095229,0.706191948
CS(=O)(=O)c1ccccc1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccccc2CN)cc1,0.222307468,0.843034808
Clc1ccc2c(c1)-c1cccc3nc4ccccc4c(c13)N2,0.206668704,0.793331296
COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,0.068953255,0.972493403
c1ccc2c(c1)-c1ccccc1C1OC21,0.320557097,0.708497299
O=C1CC(=C2c3ccccc3-c3ccccc32)C(=O)N1CCCCN1CCN(c2ccccc2)CC1,0.249469261,0.898668239
CCCc1nc(CN2CCN(c3ccccn3)CC2)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.558507365,0.873127284
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H]1C[C@H](NC(=O)OCC2c3ccccc3-c3ccccc32)CN1,0.3858874,0.850030851
CN1CCN(CCCN(Cc2cccc(-c3ccc(CNCCc4ccccc4)cc3)c2)C(=O)Nc2ccccc2)CC1,0.148691692,0.878136987
CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1ccc(-c2ccccc2)cc1)CCCC3,0.406233945,0.722834277
COc1ccccc1-c1ccc(C[C@H](NC(=O)C2(S(=O)(=O)c3cccc(C)c3)CCCCC2)C(=O)O)cc1,0.359101375,0.790511917
O=C(O)c1cc2c(Oc3ccc(-c4ccccc4)cc3)cncc2s1,0.234578953,0.819533758
CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(CC(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,0.474221523,0.699091374
CC(=O)N1CCC(=C(c2ccc(-c3cccc(C#N)c3)cc2)c2nc3cc(F)c(C(F)(F)F)cc3[nH]2)CC1,0.351464244,0.781083675
Cc1ccc(NS(=O)(=O)c2ccc(-c3ccccc3)cc2)c(Cn2cnc(N3CCCNCC3)cc2=O)c1,0.335874584,0.883594237
O=C(c1ccc(-c2ccc3oc(CCN4CCC[C@H]4CO)cc3c2)cc1)N1CCOCC1,0.110668676,0.94069845
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)[C@@]2(CCCCN(C)C)CCCO2)C(=O)O)cc1,0.37645855,0.838965913
CC(C)=CCSc1nnc(Nc2ccccc2-c2ccccc2)[nH]1,0.329323871,0.74599735
COc1cc(-c2ccc(C(=O)O)c(O)c2)cc(OC)c1O,0.204021943,0.81975827
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2C)cc1-c1ccc2nc(Nc3ccccc3)ncc2c1,0.11720022,0.89421734
N#Cc1ccc(-c2ccc(S(=O)(=O)C(CCN3C(=O)c4ccccc4C3=O)C(=O)O)cc2)cc1,0.3825721,0.734559632
NCCc1cn(Cc2ccc(-c3ccccc3)cc2)c2ccc(OCCc3ccc(O)cc3)cc12,0.222812767,0.902266443
OC(Cn1ccnc1)c1cccc(-c2ccccc2)c1,0.234268467,0.981042877
O=C(NO)N/N=C/c1ccc(-c2ccccc2)cc1,0.05453702,0.970597468
CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,0.324997532,0.811867135
CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@@H]1CCCN1/C(S)=N/Cc1ccccc1Cl,0.313050523,0.8159406
Cc1ccc(Cn2ncc(NC3CCNCC3)c(Cl)c2=O)cc1NC(=O)Nc1ccc(-c2ccccc2)cc1,0.288349002,0.781043454
O=S(=O)(Nc1ccc(-c2ccc(CN3CCCC3)cc2)cc1)c1cccc2cccnc12,0.153879878,0.977925961
Nc1cccc(C[C@@H]2CNC[C@@H]2Oc2ccc(-c3ccccc3)cc2)n1,0.171536144,0.905152692
O=C(O)Cc1cccc(-c2ccccc2OC(=O)c2cc(O)c(O)c(O)c2)c1,0.477238272,0.757047702
O=C(O)[C@@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(C(O)c4ccccc4)oc4ccccc34)cc2)cc1,0.135767613,0.933178079
Fc1ccccc1-c1cccc(CN2CCN(c3ncccn3)CC2)c1,0.14803465,0.952398061
CN(CCC(=O)N1CCN(c2cccc(Cl)c2)CC1)CCC1c2ccccc2-c2ccccc21,0.344920722,0.764877819
CSCC[C@H](NC(=O)c1ccc(CN(Cc2ccccc2)Cc2cscn2)cc1-c1ccccc1C)C(=O)O,0.286540396,0.926793529
COc1cc(-c2ccccc2)ccc1OCCNC[C@@H]1COc2ccccc2O1,0.280675672,0.875680273
C=CCOc1ccc2ccccc2c1-c1c(OCC(=O)N[C@H](CCCCN)C(=O)OC)ccc2ccccc12,0.317043904,0.956899316
N=C(Nc1ccccc1-c1ccccc1)Nc1cccc2ccccc12,0.249623223,0.887395599
Cc1cccc(C(=O)Nc2ccc3c(c2)CC(NCc2ccccn2)C3)c1-c1ccc(C(F)(F)F)cc1,0.210330256,0.856395577
O=C(C=C1c2ccccc2-c2ccccc21)NCCCCCC(=O)NO,0.344167996,0.740362872
CCCc1nc(CN2CCN(c3ccccn3)CC2)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2CC2)cc1,0.279468314,0.943495692
CN1C[C@H]2CCN(c3ccc4cc(-c5ccc(C#N)cc5)ccc4c3)[C@H]2C1,0.059554821,0.978328451
NS(=O)(=O)c1ccccc1-c1ccc(C(=O)NCCNC(=O)c2ccc(Br)cc2)cc1,0.154696952,0.912973282
Oc1nc2cccc(N3CCN(Cc4cccc(-c5cccc(Cl)c5)c4)CC3)c2o1,0.140201224,0.961553486
O=C(c1cc(-c2ccc(F)cc2F)ccc1O)n1ccnc1,0.262490015,0.77519759
NC(=O)c1ccc(-c2ccc(CC(=O)Nc3cc(C4CC4)[nH]n3)cc2)cc1,0.072169731,0.960513671
COC(=O)[C@@H]1Cc2c[nH]c3c(cccc23)-c2ccc(cc2OC)C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N1,0.436868658,0.761661897
CCCCc1nc2ccc([C@H]3[C@@H]4C(=O)OC[C@@H]4ON3C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.308725164,0.819116325
CCCc1nc(CC)c(C(N)=O)n1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2onc(C)c2C)c(C)c1,0.435411178,0.87802505
CCOC(=O)c1oc2cc(-c3cccc(F)c3)cc(O)c2c1C,0.136272385,0.88275552
O=C(Nc1ccc(C(=O)N2CC3CS(=O)(=O)CCN3Cc3ccccc32)cc1)c1ccccc1-c1ccccc1,0.227664599,0.897125907
CC(C)N(CCOc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1)C(C)C,0.047877232,0.978225015
CCCc1nc2c(n1Cc1ccc(-c3ccccc3S(=O)(=O)Nc3onc(C)c3C)c(F)c1)C(=O)CCCC2,0.293207018,0.866197318
CC(C)(C)NCc1cc(C(C)(C)C)cc(-c2ccc(Cl)cc2)c1O,0.319109913,0.793814508
COc1cccc(N2C(=O)N(Cc3ccccc3F)C3(CCN(Cc4ccc(-c5cccc(NC(C)=O)c5)cc4)CC3)C2=O)c1,0.40924646,0.904451508
Cc1ccc(S(=O)(=O)N(CC(C)C)[C@@H](CCCCNC(=O)OC2c3ccccc3-c3ccccc32)C(N)=O)cc1,0.368673613,0.862599855
CCC(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,0.151000684,0.896330148
CCCCc1nc(-c2c(OC)ccc(C)[n+]2[O-])cn1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.292466291,0.922917569
COc1cc2c(cc1OCCCN(C)C)Cc1c-2n[nH]c1-c1ccc(-c2ccc(O)cc2)cc1,0.176660773,0.834313145
Cc1ccc(OC(C)(Cc2ccc(OCCc3nc(-c4ccc(-c5ccccc5)cc4)oc3C)cc2)C(=O)O)cc1,0.229673862,0.870224258
Cc1cccc(-c2cc(C(OCc3ccc(C#N)cc3)c3cncn3C)ccc2C#N)c1C,0.401770268,0.772744763
O=c1cc(N2CCOCC2)c2cc(-c3cccc4c3oc3ccccc34)ccc2o1,0.339105326,0.765756945
O=C1C(=O)N(Cc2cccc(-c3ccccc3)c2)c2ccc(OC(F)(F)F)cc21,0.198976325,0.946749124
Cc1ccc(-c2ccc(S(=O)(=O)[C@@H]3CCOC[C@]3(O)C(=O)NO)cc2)cc1,0.193821233,0.975106755
O=C(Nc1ccccc1C(=O)O)c1cc(O)c(-c2ccccc2)c(Oc2ccccc2)c1,0.224761553,0.903012007
CCNc1cc(CC(C)C)ccc1-c1ccccc1S(=O)(=O)Nc1onc(C)c1C,0.48919143,0.969664769
CN(C)C(=O)[C@@H]1CCCN1Cc1ccc2c(c1)CC[C@H](N(C)C(=O)c1ccc(-c3ccc(F)cc3)cc1)C2,0.268743875,0.797402415
O=C(N[C@@H](Cc1ccc(-c2ccc3ccccc3c2)cc1)C(=O)O)[C@@H](CS)Cc1ccccc1,0.318007668,0.794317801
CSc1ccc(-c2ccc(F)cc2)cc1,0.075105395,0.959816991
Cc1cc(OC(C)c2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c2ccccc2n1,0.264217917,0.937979568
O=C(O)C[C@@H](NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccc(F)cc2OC(F)(F)F)cc1,0.312923439,0.946218102
O=C(Cc1ccccc1)Oc1c(-c2ccc(O)cc2)c(O)c2oc3cc(O)c(O)cc3c2c1OC(=O)Cc1ccccc1,0.552583196,0.776751341
COc1ccc(-c2ccc(S(=O)(=O)c3ccccc3CC(=O)O)cc2)cc1,0.177484493,0.964759774
CCCCc1nc2ccc(C)c(C(=O)OC)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.374532539,0.796421339
COc1cccc2c1-c1ccc(NS(C)(=O)=O)cc1C(C1CCCCC1)O2,0.379193021,0.710120961
Cc1cccc(-c2ccc(S(=O)(=O)[C@@H]3CCOC[C@]3(O)C(=O)NO)cc2)c1,0.218709195,0.914177234
CNC(=O)c1cc(/C=C/c2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)ccc1-c1ccc(Cl)cc1,0.198536741,0.865423301
Cc1ccc(-c2cccc(/C=C/C(=O)Nc3ccc(C[N+]4(C)CCCCC4)cc3)c2)cc1,0.068299577,0.952343203
O=C1COC(c2ccc(Cl)s2)(c2ccc(Cl)s2)c2cc(-c3ccc(F)c(Cl)c3)ccc2N1,0.360867243,0.827829479
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccccc2OC)c1O,0.355434741,0.745851485
Cc1cc(O)c2c(c1)[C@H](C(C)C)Cc1cc3c(cc1-2)[C@@H](O)[C@@H](C(C)C)c1cc(C)cc(O)c1-3,0.251052705,0.809976067
O=C1NC(=O)c2c1c(-c1c(Cl)ccc(O)c1Cl)cc1[nH]c3ccc(O)cc3c21,0.288245676,0.964971836
Cn1cncc1C(O)(c1ccc(C#N)cc1)c1cc2cc([N+](=O)[O-])cc(-c3ccc(C#N)cc3)c2o1,0.453539053,0.833095224
C=CCC1Oc2cccc(OC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3,0.344172653,0.720575104
COc1c(C)c(-c2ccccc2)c(O)c2ccoc12,0.288309261,0.796858862
CC#CCOc1ccc(S(=O)(=O)N[C@H](Cc2cn(Cc3ccccc3-c3ccccc3)c3ccccc23)C(=O)O)cc1,0.538298051,0.785689088
COc1cccc(-c2cc(C(=O)Nc3cc4ccc(O[C@@H]5OC(C)(C)[C@H](OC)[C@@H](O)[C@H]5C)c(C)c4oc3=O)ccc2OC)c1,0.082633629,0.97261089
CC(C)(C)NCc1c(Nc2cc[n+]([O-])c3cc(Cl)ccc23)cc(O)cc1-c1ccc(Cl)cc1,0.198847055,0.858390589
C[C@@H](NS(=O)(=O)c1ccc(-c2ccccc2)cc1)C(=O)O,0.167076492,0.934822988
CN(C)/C=N/c1c(Cl)cc(NCc2ccc(-c3ccccc3)cc2)cc1Cl,0.324984213,0.829898679
O=C(O)c1cc(/C=C/c2ccccc2)cc(-c2ccccc2)c1O,0.289479223,0.729105275
CC1CCCN1CCc1cc2cc(-c3ccc(C#N)cc3)ccc2o1,0.109320716,0.968996655
NC1CCN(c2nc(NCCc3ccc(O)cc3)nc(NCc3ccccc3-c3ccccc3)n2)CC1,0.305959208,0.767449776
CC1(c2ccccc2)CCCN(C(=O)NCc2ccc(-c3cccc(Cl)c3)cc2)C1,0.240321907,0.865695891
Cc1cc(C(N)=O)nn1-c1ccc(OC(F)(F)F)c(-c2ccccc2OC(F)(F)F)c1,0.36875751,0.765749933
Cc1ccccc1-n1c(S)nnc1COc1ccc(-c2ccccc2)cc1,0.148226487,0.939968611
CS(=O)(=O)c1ccc(-c2ccc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,0.542028053,0.633323885
CCCCCCc1ccc(-c2ccc(CNCCCP(=O)(O)O)cc2)cc1,0.06307001,0.985528561
O=C1NC(O)c2c(-c3ccccc3)cc3[nH]c4ccc(O)cc4c3c21,0.211136614,0.822958511
C/C=C(\C)C(=O)O[C@H]1c2cc(OC)c(OC)c(OC)c2-c2c(cc3c(c2O)OCO3)C[C@H](C)[C@]1(C)O,0.363658338,0.781407668
COc1ccc(-c2ccc(NC(=O)c3cccc(C#N)c3)cc2)cc1CN1CCCN(C)CC1,0.181929792,0.843419523
CS(=O)(=O)c1cc2cc(Nc3ccccc3)ccc2c(O)c1/N=N/c1ccc(-c2ccc(/N=N/c3ccc(O)c(C(=O)O)c3)cc2)cc1,0.605715945,0.88002915
CCCCc1nn(CC(OCC(=O)OCC)c2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.430546355,0.876082282
Cc1cc2cc(-c3ccc(CN)cc3)ccc2nc1N,0.086262323,0.932880146
Fc1ccc2[nH]c(-c3cccc(-c4ccc(CNCc5cnn(-c6ccccc6)n5)cc4)c3)nc2c1,0.402905827,0.641381396
CCCCc1nn(CC(=O)O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.398400914,0.891550012
COC(=O)c1ccccc1-c1ccc(CNC(=O)C2(NC(=O)CC(F)(F)F)CC2)cc1,0.122711753,0.971997465
C[C@](N)(CO)C(=O)Nc1ccc(OCCc2ccc(-c3ccc(Cl)cc3)cc2)cc1,0.167748568,0.879450263
C[C@@H](c1ccc(-c2ccccc2Cl)cc1)[C@H](N)C(=O)N1CC[C@H](F)C1,0.237088354,0.96726674
Cc1nc2c(n1Cc1ccc(-c3ccccc3-c3nn[nH]n3)cc1)/C(=C/C(=O)O)CCCC2,0.370057705,0.981509326
O=P(O)(O)C(Cc1cccc2c1OCO2)N[C@H](Cc1ccc(-c2ccccc2)cc1)c1nnn[nH]1,0.238995472,0.879289294
O=C(O)c1ccc(-c2ccc(-c3cc(=O)cc(N4CCOCC4)s3)cc2)cc1,0.100974623,0.920838737
O=S(=O)(NCCN1CCCC1)c1ccc(-c2ccc(CNCc3ccc(F)cc3)cc2)cc1F,0.188533139,0.863205672
CN(C(=O)CC1CCNCC1)c1ccccc1-c1cccc(Cl)c1,0.508243113,0.813923281
CCCCc1ccc(-c2ccc3c4c([nH]c3c2)-c2ccc(C(N)=O)cc2CC4)cc1,0.088429763,0.929463847
Cc1cc(OCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(-c2ccccc2)c(C)n1,0.201768568,0.833916457
O=C1Nc2cc(C(F)(F)F)ccc2C1(O)c1cc(-c2ccccc2)ccc1O,0.273880304,0.94253842
Nc1ccccc1NC(=O)CCCCSc1nc(-c2ccc(-c3ccccc3)cc2)cc(=O)[nH]1,0.147431807,0.946537046
CCCCCCCCn1cc(CC(=O)N2CCN(C)CC2)c2cc(-c3cccc(C)c3)ccc21,0.540166059,0.759148651
O=C(NCCCCN1CCC(c2ccc3c(c2OCCN2CCCC2)CCCC3)CC1)c1ccc(-c2ccc(C(F)(F)F)cc2)cc1,0.198391374,0.863897407
CSCC[C@H](NC(=O)c1ccc(NCc2cncn2Cc2ccc(C)cc2)cc1-c1ccccc1)C(=O)O,0.261247626,0.838687716
O=C(O)c1cc(C(=O)O)c2cccc(-c3cccc4ccccc34)c2n1,0.324772627,0.773179068
CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O,0.064255518,0.958831993
CCCc1ncc(C(=O)O)c(NCc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)n1,0.416981629,0.931740729
CC(=O)Nc1ccc(-c2ccc(C(=O)N(C)[C@H]3CCN(C(=O)N4CC[C@H](NCCCc5ccccc5)C4)C3)cc2)cc1,0.167453031,0.905198703
O=C(N[C@@H](Cc1cnc[nH]1)C(=O)OC(c1ccccc1)(c1ccccc1)c1ccccc1)OCC1c2ccccc2-c2ccccc21,0.236791852,0.926953138
COC(=O)/C=C/c1ccc(-c2ccc(O)c(C34CC5CC(CC(C5)C3)C4)c2)cc1,0.110247597,0.92583852
Oc1ccc2c(c1)CN(c1ccc(OCCN3CCCCC3)cc1)c1c-2ccc2cc(O)ccc12,0.345119447,0.831015618
CCOC(=O)NC(=N)Nc1ccc2c(c1)C(=O)c1cc(NC(=N)NC(=O)OCC)ccc1-2,0.09377689,0.951635867
CN(C(=O)C1c2ccccc2-c2ccccc21)[C@H](CN1CC[C@H](O)C1)c1ccccc1,0.59808808,0.759190145
N[C@H](C(=O)N1CC[C@H](F)C1)[C@@H](Cn1cnnn1)c1ccc(-c2ccc(F)cc2)cc1,0.265271898,0.800958608
CN(C)c1ccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cc1,0.349887751,0.681326647
Cc1cccc(NC(=O)c2ccc(-c3ccccc3)c(C#N)c2)n1,0.097547858,0.971104292
Oc1c(O)c(-c2ccccc2)c2c(c1Cl)CCNCC2,0.367100304,0.71020899
CC(=O)NC[C@@H]1OC(=O)N2c3ccc(-c4ccc(C#N)cc4)cc3C[C@@H]12,0.112870537,0.995553576
COc1ccccc1-c1ccc(C(=O)N(CC2CC2)CC2CCCO2)cc1,0.23823002,0.905022751
COC(=O)c1cccc(-c2cnc(C(=O)CCc3ccc(-c4ccc(CN5CCSCC5)cc4)cc3)o2)n1,0.144563077,0.909358078
CCN1CCCC(Oc2cc3c(cc2OC)Cc2c-3n[nH]c2-c2ccc(-c3ccc(O)cc3)cc2)C1,0.075780943,0.953502165
Cc1ccc(CNCC2(F)CCN(C(=O)c3ccc(-c4ccccc4)cc3)CC2)nc1,0.390307354,0.717503621
CN1CCC(NCc2ccc(-c3cccc(S(=O)(=O)NCC4CCCO4)c3)cc2)CC1,0.153838857,0.926068447
CC(C)NCc1ccc(-c2ccc(NS(=O)(=O)c3cccc4cccnc34)cc2)cc1,0.139773441,0.933039553
O=C(O)C[C@@H](NC(=O)[C@@H]1CCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1)c1ccc(-c2c(O)cccc2O)cc1,0.375070302,0.80923444
O=C(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2c(c1)-c1ccccc1C2,0.366604987,0.735052512
CC1=C(/C=C/C(C)=C/C=C/c2ccc(C=O)c(-c3ccccc3)c2)C(C)(C)CCC1,0.107234556,0.911621443
N#Cc1cc(-c2cccc(OC(F)(F)F)c2)ccc1NC(=O)C1=C(C(=O)O)CCC1,0.106130443,0.915537591
CCCc1nc(CC)c(C(=O)OCc2ccccc2C(=O)c2ccccc2)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)OCCc2ccccc2)cc1,0.418079341,0.804153676
CC(C)(C)NS(=O)(=O)c1cccc(-c2ccc3[nH]nc(N)c3c2)c1,0.278570654,0.91697069
N=C(N)c1ccc2[nH]c(-c3cc(C(CC(=O)O)C(=O)O)cc(-c4c(O)cc(Cl)cc4Cl)c3O)nc2c1,0.368744502,0.73351549
Cc1cc(C)cc(-c2ccc3c(c2)Cc2sc(N)nc2-3)c1,0.101054424,0.915470809
C[C@H](C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1)C(F)(F)F,0.260373519,0.914486845
O=C1NC(=O)[C@](CN2Cc3ccc(F)cc3C2=O)(c2ccc(-c3ccc4ncccc4c3)cc2)N1,0.286281235,0.813565399
Clc1ccccc1-c1ccc(CN2CCO[C@@H](c3ccccc3)C2)cc1,0.242246615,0.938794906
COc1ccc(C[C@H]2c3c(cc(OC)c4c3Oc3cc5c(cc3O4)CCN(C)C5=O)CCN2C)cc1-c1cc(C=O)ccc1O,0.356653215,0.861395902
Cc1cc(O)ccc1-c1cccc([C@@H](O)CC[C@H]2CCCC(=O)N2CCCCCCC(=O)O)c1,0.471982488,0.862352223
CC1CN(c2cnn(Cc3ccc(NC(=O)Nc4ccc(-c5ccccc5)cc4)cc3)c(=O)c2Cl)CC(C)N1,0.147723771,0.931076349
COc1ccc(-c2ccc3cccc4c3c2C(=O)C(O)C4O)cc1,0.229751804,0.827298359
