SMILES,X1s,Y1s,Category,Ring1_Substituents,Ring2_Substituents,ortho,meta,para,ortho_r2,meta_r2,para_r2
CCCCC1(CC)CC(=O)N(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)/C(=C/C(=O)OCC)C1,0.482325999,0.909116394,variable-combination,1,1,0,0,1,1,0,0
O=C(c1ccccc1-c1ccc(F)cc1)N1CCc2c([nH]c3ccccc23)C1,0.460099222,0.826558212,variable-combination,1,1,1,0,0,0,0,1
C/C(=C\Cn1oc(=O)[nH]c1=O)c1cccc(OCc2ccccc2-c2ccccc2)c1,0.106766468,0.969489502,single-ring-substituted,1,0,1,0,0,0,0,0
C[C@@H](N/C(=N\c1ccc(-c2ccccc2)cc1)Nc1ccc(C#N)cc1O)c1ccc(Br)cc1,0.656146686,0.815158516,single-ring-substituted,1,0,0,0,1,0,0,0
Cc1cc(-c2ccccc2)ccc1C(=O)N1CCN(C(=O)c2ccc3cc[nH]c3c2)[C@@H](C)C1,0.272807453,0.804048729,single-ring-substituted,2,0,0,1,1,0,0,0
C[C@H]1CN(C(=O)c2ccc(-c3ccccc3C(F)(F)F)cc2)CCN1C(=O)c1ccc2cc[nH]c2c1,0.150016149,0.92475216,variable-combination,1,1,0,0,1,1,0,0
O=C(Nc1cc(-c2ccccc2)ccc1N1CCN(Cc2ccccc2)CC1)c1cccc2ccccc12,0.401306486,0.700155348,single-ring-substituted,2,0,0,1,1,0,0,0
CN([C@H](Cc1ccccc1)C(=O)O)S(=O)(=O)c1ccc(-c2ccc(Cl)cc2)cc1,0.157488344,0.90611285,variable-combination,1,1,0,0,1,0,0,1
Cn1ncc(NCc2ccncc2)c1C(=O)Nc1ccc(-c2ccccc2)cc1,0.221607585,0.798330797,single-ring-substituted,1,0,0,0,1,0,0,0
Cc1noc(NS(=O)(=O)c2ccccc2-c2cccc(CC(C)C)c2)c1C,0.505779912,0.607244524,variable-combination,1,1,1,0,0,0,1,0
O=C(CC1NC(=O)c2ccccc21)Nc1ccc(-c2ccc(-c3nc4cc(C(F)(F)F)ccc4[nH]3)cc2)cc1,0.061325037,0.979616595,variable-combination,1,1,0,0,1,0,0,1
O=C(COCCCCOc1ccc(-c2ccccc2)cc1)C(F)(F)F,0.262863891,0.845266422,single-ring-substituted,1,0,0,0,1,0,0,0
OCC1CCN(Cc2ccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)cc3)cc2)CC1,0.055654652,0.987335583,variable-combination,1,1,0,0,1,0,0,1
